customer_id,churn_prediction,churn_probability
713733633,1,0.988
795155433,0,0.0
711783483,0,0.0
721532583,1,0.9615
714753258,0,0.0
721055058,0,1e-04
720510333,0,0.0
718146258,0,0.0005
715664808,1,1.0
719964933,0,0.0
709173108,1,1.0
719722308,0,0.0006
719666283,0,1e-04
780006783,1,1.0
715601808,0,0.0002
769720683,0,0.0
765692658,0,0.0
717819633,0,0.0
718699683,0,0.0
797169633,0,1e-04
710636208,0,0.0
709309308,1,0.9988
819690933,0,0.0
711615933,0,1e-04
714933783,0,1e-04
778643733,1,0.9996
712867983,0,0.0047
718939083,1,1.0
713512308,1,0.9845
790123983,0,0.0
711153783,0,0.0
744483633,0,0.0003
719971458,0,0.0
716506083,1,0.9999
716329383,1,0.9989
719719158,0,0.0003
716107158,1,0.9359
714477408,1,0.9994
773146383,0,0.0014
708635058,0,0.0
803421108,0,0.0003
716210283,0,0.0
711315783,0,0.0003
712489158,0,0.0003
718576908,0,0.0
753208833,0,0.0011
798546408,0,1e-04
827114058,0,1e-04
771453033,0,0.0005
718452633,1,1.0
718026858,0,0.0
721181883,0,0.0
717609633,0,0.0
710927733,0,1e-04
711551958,1,1.0
716365233,0,1e-04
783121008,0,0.0
716780283,0,1e-04
718471758,0,1e-04
756571983,0,0.0023
714700158,0,0.0
794191008,0,0.0
711000933,0,0.0
789025083,0,0.0
717074283,1,0.9994
714243408,0,1e-04
716462658,0,0.0007
719944458,0,0.0
718866633,0,0.0
714247458,0,0.0
783910008,0,0.0
714294183,1,1.0
789530208,0,0.0006
714389058,0,0.0
772661808,0,0.0
710135058,0,0.0
716805408,0,0.0
789304983,0,0.0005
743912958,0,0.0
715311183,0,0.0
720264783,0,0.0
788771733,0,0.0
711724083,1,0.9995
717628608,0,0.0018
712319058,0,1e-04
772231233,0,0.0003
715315008,0,0.0006
778853358,0,0.0008
714581358,1,1.0
710810883,0,0.0
709879458,0,1e-04
811970808,0,1e-04
720015183,0,0.0
708907833,0,0.0
826261008,1,0.9999
794682483,0,1e-04
708098133,0,0.0
711069483,0,0.0003
709537683,1,0.9998
710770383,0,0.0011
809811858,1,0.9998
772216833,0,0.0
717830583,0,0.0
713779908,0,1e-04
712507758,0,0.0
716093133,0,0.0
817382958,0,1e-04
714400308,0,0.0
789466008,0,1e-04
710289783,1,0.9989
712659408,0,0.0
788791383,0,0.0004
709822008,0,0.0
816615633,0,0.0335
718521258,0,0.0003
713533983,0,1e-04
709444983,1,0.9999
717405408,0,0.0
753226158,0,0.0
780384483,1,0.9989
720096558,0,0.0003
778567983,0,0.0
711649908,0,0.0
718038483,0,0.0
719519058,1,0.9999
770985633,0,0.0004
713600958,0,1e-04
719801508,0,0.0
713686008,0,0.0
720401658,1,0.9993
715572783,0,0.0003
817908783,0,0.0
712361583,0,1e-04
709108533,0,0.0
718490658,0,1e-04
790006383,0,0.0026
710744433,0,0.0019
780865308,0,0.0012
716643033,1,1.0
789241308,1,1.0
721344858,0,0.0031
717050883,0,0.0
788979258,0,0.0
719125158,0,0.0016
709545333,0,0.0
721165608,0,1e-04
714652383,0,0.0
737921733,0,0.0882
804428958,0,0.0
720075558,0,0.0005
769676358,0,0.0
716378658,0,0.0066
714479358,1,0.9986
712141683,0,0.0002
710005683,0,1e-04
721228308,1,1.0
758833758,0,0.0249
787565433,0,0.0004
780253533,0,0.0008
714595983,1,1.0
709547658,1,0.9998
711801933,1,0.9999
715808808,0,1e-04
711294258,0,0.0
708542283,0,1e-04
787514433,0,1e-04
779773533,0,0.0005
807964908,0,0.0
757753083,0,0.0032
779331558,0,0.0003
799026633,0,0.0006
719898108,0,0.0
711252258,0,0.0
719724933,0,0.0
715413483,0,1e-04
751518633,1,0.9995
742552683,0,0.0
756598833,0,0.0012
794562783,0,0.0
779942808,0,1e-04
789151983,0,0.0
779598183,0,0.0
720714933,0,0.0
708536283,1,0.9998
714548733,0,0.0
713796033,1,0.9967
770817783,0,0.0
716032233,0,0.0
719806233,0,0.0
712835433,0,1e-04
713975433,0,0.0
715076358,1,0.9996
720731808,1,0.9199
714616308,0,0.0
717502083,1,0.994
789362058,0,0.0
794530608,0,0.0023
709007883,0,0.0
709219533,0,1e-04
787723758,0,0.0
710968008,0,0.0
780638958,0,0.0
716951658,0,0.0005
715956258,0,0.0065
785119833,0,0.0028
710723958,0,0.0005
714011358,0,0.0002
717724233,0,0.0006
754671558,0,0.0027
794514108,0,1e-04
719385558,0,0.0021
712637283,0,0.0002
714222183,0,0.0
709175208,0,0.0
717112533,0,0.0101
714426783,0,0.0
721448283,1,0.9997
782548758,0,0.0
717561108,0,0.0
720585183,0,0.0003
714643983,0,0.0
712291308,0,0.0
713036208,0,0.0
709979583,0,0.0005
717517758,0,0.0
717271983,0,0.0
718528008,0,0.0
719118708,1,0.9997
708657033,0,0.0
717489033,1,0.9981
818926833,0,0.0036
708338958,0,0.0
827683383,0,1e-04
717099408,0,1e-04
716878533,0,0.0002
797410983,0,1e-04
789625383,0,0.0011
709701558,0,0.0
708334158,0,0.0002
710638233,1,0.9985
794496033,0,0.0
709738008,0,0.0
808756458,0,0.0
710982858,0,0.0
718451133,0,0.0
717991533,0,0.0
713104458,1,1.0
715783758,0,0.0
716891583,0,0.0
714557583,0,0.0005
714840858,0,0.0
788911458,0,0.0
712521783,0,0.0007
716756133,0,0.0
793550958,0,1e-04
768687183,0,0.0
778170633,0,0.0
789307833,0,0.0003
718291233,0,0.0
718984533,0,0.0
794293908,0,0.0003
708829758,0,0.0002
717016833,0,1e-04
711339258,0,0.0
708754833,0,1e-04
716773533,0,1e-04
788896983,0,0.0
715694433,0,0.0
708403308,0,0.0002
715511658,0,0.0
717327783,0,0.0002
717384183,0,0.0004
818929158,0,0.0005
789539058,0,0.0011
718357458,0,0.0011
709530408,0,0.0002
826245858,1,0.996
716800908,0,0.0002
714425283,0,0.0
718345233,0,0.023
713128833,0,0.0027
769577358,0,1e-04
758824608,0,0.0
716742483,0,0.0004
710905908,0,0.0
712902483,0,0.0
772105608,0,0.0003
809951133,1,0.9706
710015733,1,0.9998
716893683,1,0.9999
788808633,0,0.0
714100008,1,0.9987
717211608,0,0.0002
711008508,0,1e-04
712899333,0,0.0028
714091983,0,0.0
802878408,0,0.0003
715958583,0,0.0
716142858,0,1e-04
720449208,0,0.0
739021908,0,1e-04
817035108,0,0.0
718957083,0,0.0
712084383,0,0.0
771952683,0,0.0
719782458,0,0.0
721164483,0,1e-04
806989008,0,0.0
709624533,0,0.0005
710570058,1,0.9998
713114133,1,0.9998
771224358,0,0.0002
809440008,1,1.0
785515533,0,0.0002
713709258,0,1e-04
708104658,0,0.0009
817958733,0,0.0
721183983,0,1e-04
810220833,0,0.0
713373708,1,0.9999
715710708,0,0.0
717443658,0,0.0
717915783,1,0.9998
779217333,0,0.0
710794983,0,0.0
795855258,0,0.0006
788719533,0,0.0975
720782658,0,0.0
720034983,0,0.0007
713536158,0,0.0
755262933,0,0.0014
719136183,0,0.0
715898058,0,0.0
716315508,1,0.9995
788667408,0,0.0002
768949983,0,0.0002
778882758,0,0.0
709465758,0,1e-04
719781183,0,0.0
720101658,0,0.0023
713782608,0,0.0
802101858,0,0.0016
708757233,0,0.0
709711758,1,0.9998
772000533,0,1e-04
720827133,1,1.0
789903708,0,0.0
719855958,0,0.0
713254983,0,0.0002
709120008,0,0.0084
720927183,0,0.0
716875083,0,0.0004
716988633,0,1e-04
711553308,0,0.0
788802483,0,0.0
708908883,0,0.0
712644483,0,0.0
716311683,0,1e-04
779707308,0,0.0006
720595083,0,1e-04
715034358,0,0.0
720897783,0,0.0
826513233,0,0.0015
826065258,0,1e-04
772426383,0,0.0
717972408,0,0.0
708888633,1,1.0
714916758,0,1e-04
710888883,0,0.0
717296808,0,1e-04
713847858,1,0.9998
768728508,0,0.0
762020133,1,1.0
710706558,0,0.0969
709278258,1,0.9977
710679933,1,0.9908
713152383,0,0.0
771429408,0,1e-04
770721858,0,1e-04
778686408,0,1e-04
771682533,0,0.0002
712378983,1,0.9725
714615258,1,0.9998
713027058,1,0.9999
789485433,0,0.0
716368008,1,0.9851
771935283,0,0.0
779315508,1,0.9912
794843883,0,1e-04
822084333,1,0.9992
714893733,0,0.0003
719474583,0,0.0009
717141858,0,0.0
712714008,0,0.0
719570733,0,1e-04
720980958,0,0.0
720964683,0,0.0002
718263108,1,0.9962
789101883,0,0.0002
809292483,0,0.0004
778973658,0,0.0003
708560733,0,0.0002
721171008,0,0.0009
781297983,0,0.0002
778228458,0,0.0005
797668983,0,0.0
713492583,1,0.9999
715799808,1,0.9998
711647808,0,0.0
720840108,0,1e-04
711349083,0,0.021
721247883,0,0.0
720497958,0,0.0003
719466558,0,1e-04
753220383,1,0.9999
757481283,0,0.0004
778506633,1,1.0
819634233,1,1.0
753795633,1,0.9997
715435758,0,0.0
772063308,0,0.0
718205283,0,0.0
720863133,0,1e-04
709288383,0,0.0
709213458,1,1.0
708670608,0,0.0
709150608,0,0.0009
713105508,0,0.0002
716303583,0,0.0
787669233,0,0.0
771488583,0,0.0002
708269583,0,0.0
779809908,0,0.0
720973833,0,0.0008
720236433,0,0.0
717895833,0,0.0
718921683,0,0.0
713828208,0,0.0008
779241783,0,0.0
797241108,0,0.0
716635758,0,1e-04
714536208,0,0.003
709372608,0,0.0
769574883,0,0.0473
718286658,0,0.0
714839808,0,0.0
718342158,1,0.9994
778573233,0,0.0
715680933,0,0.0
708396033,0,0.0
713356833,0,0.0002
814593858,0,1e-04
771592458,0,0.0
827631483,0,0.0
811721133,0,1e-04
720443358,0,0.0
709477233,0,0.0
711942783,0,0.0003
768848658,0,0.0003
788772708,0,0.0
717109983,0,0.0
712128258,0,0.0053
720621408,0,0.0102
710295858,0,0.0
714647808,0,1e-04
712374708,0,0.0
715547058,1,1.0
720539583,0,1e-04
712952283,0,0.0
710475408,0,0.0
715007583,0,0.0
713061558,0,0.0097
772288758,0,0.0
713977308,0,0.0
801064833,0,0.0
708129933,0,0.0002
789167658,0,0.0003
720286908,0,0.0
716565258,0,0.0014
708564858,1,0.9994
778895883,0,1e-04
709410033,0,0.0003
710745633,0,0.0
709008708,0,1e-04
714738858,0,0.0
713639058,1,1.0
719739108,0,0.0002
826079508,0,0.0
710795883,0,0.0
710404533,0,1e-04
719359458,0,0.0131
821837958,0,0.0002
710691633,0,0.0
779296908,0,0.0009
710797833,0,1e-04
804337233,0,0.0
713823033,1,1.0
720076458,0,0.0
809818008,0,0.0
717376758,0,0.0
795844983,0,0.0
789368658,0,1e-04
720462633,0,0.0
708938508,0,1e-04
709560258,1,0.9892
717513933,0,0.0003
711113958,0,0.0003
713995233,0,0.0
717906783,0,0.0041
716516208,0,1e-04
756658083,0,1e-04
718692258,0,0.0
719816583,1,0.9989
787578183,0,0.0
788699808,0,0.0101
809320908,0,1e-04
789942033,1,0.9695
714006333,1,0.999
710813733,0,0.0002
711679533,0,0.0005
709212183,0,1e-04
807523008,0,1e-04
787480158,0,0.0
711272058,0,0.0
720033033,0,0.0
794124708,0,1e-04
790164408,0,0.0003
714831033,0,0.0004
718731183,1,0.9998
827888433,0,0.0
711992133,0,0.0
711809283,0,0.0
714574083,0,0.0031
769189083,0,0.0
711968358,0,0.0
711750183,0,1e-04
716511483,0,0.0
800869758,0,0.0
715235808,0,0.0
714199983,0,0.0
718540308,0,0.0
716460933,0,0.0
780277458,0,0.0
798011733,0,0.0
714046608,0,1e-04
713396358,0,1e-04
714005508,0,0.0
717444558,0,0.0
713905608,0,1e-04
711126483,0,0.0007
714602658,1,1.0
716019333,0,0.0
714869958,0,0.0
778459833,0,1e-04
789309558,0,0.0007
756736008,0,0.0011
779883933,0,0.0002
709343433,0,0.0002
806908608,0,0.0002
720521808,0,0.0006
709523508,0,1e-04
708373083,1,0.9952
713325108,0,1e-04
819214233,0,0.0007
713188383,0,0.0004
770778108,0,0.0
716610558,0,0.0003
715174158,0,0.0002
779608083,0,1e-04
780200208,0,1e-04
718675158,1,0.9995
817977933,1,0.9998
755273658,0,0.0
715022133,0,0.0002
719804208,0,0.0
780056733,0,0.0
780373233,0,0.0
817188408,0,0.0
772073508,1,1.0
803805483,0,0.0
717823383,0,0.0
789907533,1,0.9998
788259558,0,0.0
815515158,0,0.0
713884458,0,0.0002
789717708,0,0.0
708160008,0,0.0
708702258,1,0.9997
789023508,0,1e-04
719265108,0,0.0002
813213558,0,0.0008
802460433,1,1.0
717995958,0,0.0
710697408,0,0.0
805458933,0,1e-04
713850783,0,1e-04
713876958,0,0.0003
718926258,0,1e-04
717585858,0,0.0
710303208,0,0.0002
770647233,0,0.0006
715459158,0,0.0
789185508,0,0.0002
779305008,0,0.0
713343333,0,0.0
749067633,0,0.0008
811713408,0,0.0
789990333,0,0.0002
788770908,0,0.0002
709411383,0,0.0
708361833,0,0.0
712801758,0,0.0
721179708,0,1e-04
708511983,0,0.0
711388458,0,0.0002
720486408,0,0.0002
709157133,0,1e-04
712240083,1,1.0
782802033,1,0.9996
712091433,0,0.0
720494058,0,1e-04
710277183,0,0.0
789804933,0,0.0
719022558,0,0.0
714573258,0,0.0008
709919283,0,1e-04
716481408,0,0.0004
719038008,0,0.0004
793456983,0,0.0
720597108,1,0.9997
715233108,0,0.0
709220583,0,0.0023
779324358,0,0.0152
712112733,0,0.0
714443058,1,1.0
711109908,0,0.0
717464958,0,0.0017
713701533,0,0.0
772565883,0,0.0
758765808,0,0.2185
716851908,0,0.0003
721500108,0,0.0
820268358,0,0.0
717171408,0,0.0017
713567958,0,1e-04
716512383,0,0.0076
713008308,0,0.0004
780942633,0,0.0003
716249508,0,0.0
714909108,0,0.0006
778708533,1,0.9999
772725408,0,0.0
709534083,1,1.0
817144458,0,0.0
807157833,0,0.0
716371308,0,0.0002
716332533,0,1e-04
716924958,1,0.9999
720904233,0,0.0003
711964533,0,0.0
788715483,0,0.0
788832033,0,1e-04
716022258,1,0.9998
712208658,0,0.0
710482533,0,0.0
717661908,0,0.0
720254883,0,1e-04
719532108,0,0.0041
779610033,1,0.9996
819977058,0,0.0
772202058,0,0.0004
717658758,0,1e-04
720467583,0,0.0
713314533,1,0.9992
719318583,1,1.0
789122808,1,0.9996
708525108,0,0.0
779662308,0,1e-04
717180633,0,0.0012
713000058,0,0.0018
709747308,0,0.0
712235433,1,0.9998
712405908,0,0.0
778885158,0,0.0
789143283,0,0.0
721233033,1,0.9998
718486608,0,0.0
713249883,0,0.0
797743233,0,0.0
778346283,0,0.0005
721113333,0,0.0007
720707283,0,0.0075
788997408,0,0.0003
710456658,0,0.0
808796208,0,1e-04
713685033,1,0.9999
788912658,0,0.0
712157958,1,0.9994
711148308,0,0.0
719117433,0,0.0015
